frequency_Hz,gain_dB,phase_deg
870.963589956,-14.9062476178,-79.6443503541
881.048873008,-15.0030520753,-79.7603684957
891.250938134,-15.099926999,-79.8751420759
901.571137606,-15.196870884,-79.988682623
912.010839356,-15.2938822555,-80.1010016192
922.571427155,-15.3909596682,-80.2121104988
933.254300797,-15.4881017058,-80.3220206461
944.060876286,-15.5853069803,-80.4307433936
954.992586021,-15.682574132,-80.53829002
966.05087899,-15.7799018284,-80.6446717488
977.237220956,-15.8772887644,-80.7498997466
988.553094657,-15.974733661,-80.8539851213
1000,-16.0722352658,-80.956938921
1011.57945426,-16.1697923516,-81.0587721324
